trip_duration_min,is_peak_time,distance_km,neighborhood_type,base_rate_multiplier,trip_fare
10,No,6,Rural,1.08,11.75
4,No,7,Business,1.15,11.46
14,No,7,Business,1.06,12.93
15,No,2,Residential,1.22,10.02
18,No,7,Business,,13.85
17,No,9,Rural,1.40,16.00
10,No,1,Business,0.80,8.49
18,No,5,Business,1.13,12.04
11,Yes,7,Business,1.12,14.41
17,Yes,7,Residential,1.72,14.74
,No,1,,1.16,7.79
9,No,5,Rural,1.34,12.28
11,Yes,1,Business,1.06,9.22
25,No,5,Residential,0.95,12.12
22,Yes,9,Business,1.02,16.06
8,No,4,Business,1.26,9.63
18,Yes,2,Residential,1.26,10.09
18,No,3,Business,1.18,10.92
,No,4,Residential,1.16,11.53
21,No,8,Business,1.77,16.18
13,No,5,Rural,1.39,12.80
27,No,7,Residential,1.31,14.98
22,No,3,Business,1.27,11.33
5,Yes,9,Business,1.21,14.97
16,No,3,Business,0.91,10.26
11,No,4,Business,0.80,11.55
25,No,8,Business,1.35,16.63
18,Yes,7,Business,0.99,14.69
14,No,5,Residential,1.38,11.74
15,No,1,Business,1.41,9.09
16,,6,Rural,1.22,13.80
15,No,6,Business,1.50,12.91
6,Yes,1,Rural,1.32,8.52
16,No,6,Business,1.33,12.99
11,Yes,9,Business,1.00,14.87
23,No,1,Residential,0.99,9.83
21,No,2,Residential,0.89,9.89
11,No,4,Business,1.61,10.74
11,No,3,Rural,1.20,10.66
23,Yes,7,Business,,15.48
17,No,3,Airport,1.35,11.61
17,No,5,Business,1.06,11.82
15,No,3,Airport,1.15,12.63
14,No,8,Residential,,13.59
17,No,3,Business,1.29,10.97
11,No,6,Airport,1.09,13.35
13,,5,Rural,0.96,11.44
10,No,,Residential,1.07,11.07
17,No,6,Residential,1.38,12.89
14,No,6,Airport,1.03,13.67
15,Yes,10,Rural,1.05,16.59
23,No,5,Rural,1.14,13.63
18,No,4,Residential,1.05,11.01
15,No,6,Rural,1.20,12.79
10,No,8,Business,1.46,13.77
19,No,4,Residential,1.36,11.50
,No,9,Business,0.83,14.53
16,No,7,,1.44,14.20
25,No,,Residential,0.99,12.76
19,No,7,Business,1.22,14.58
23,No,6,Residential,1.35,13.64
,No,3,Business,1.37,17.10
8,Yes,6,Business,0.87,12.61
13,No,1,Business,1.13,8.57
17,No,7,Residential,,13.61
9,No,3,Business,1.30,9.77
24,No,8,Business,1.17,15.50
16,Yes,7,Rural,1.12,15.49
13,No,6,,1.16,12.59
4,No,5,Business,1.23,10.25
24,No,2,Residential,1.34,11.14
23,No,4,Residential,0.94,11.41
15,No,5,Residential,1.06,12.00
17,No,7,Rural,1.31,14.20
27,Yes,4,Residential,1.26,13.62
18,No,3,Residential,1.28,10.62
14,No,4,Residential,1.74,11.77
20,No,8,Rural,1.33,15.05
20,Yes,6,Residential,1.39,14.64
21,No,7,Airport,1.45,16.66
24,Yes,3,Business,1.23,13.00
19,No,2,Residential,0.92,9.72
28,No,2,Rural,1.37,13.16
3,No,3,Business,0.80,7.87
17,No,3,Business,0.80,10.93
25,No,8,Business,0.80,15.30
15,No,3,Residential,1.25,10.05
15,Yes,2,Business,1.12,10.98
15,No,5,,,11.90
10,No,1,Rural,0.80,7.90
12,Yes,5,Business,1.18,12.26
14,Yes,7,Residential,1.41,15.21
16,No,2,Rural,0.84,9.30
15,Yes,3,Airport,1.10,12.64
14,No,3,Airport,1.15,12.42
16,No,6,,,12.55
17,No,3,Business,1.17,10.30
20,No,7,Business,1.32,14.67
19,No,,Business,1.35,13.57
13,No,6,Airport,1.41,15.35
10,No,6,Residential,1.04,11.33
18,No,8,Airport,1.10,16.38
14,No,6,Rural,1.29,13.86
25,No,8,Business,1.50,16.03
12,Yes,8,Rural,0.82,14.72
11,Yes,4,Airport,1.13,13.10
11,Yes,7,Rural,,13.84
22,No,3,Business,1.34,12.94
16,No,4,Business,1.30,11.29
17,Yes,7,Business,1.25,15.50
24,Yes,3,Rural,1.21,13.72
23,No,,Residential,1.22,14.01
17,No,,Rural,1.59,12.82
16,,4,Business,1.08,11.33
24,No,3,Residential,1.16,11.18
18,No,2,Residential,1.67,11.02
15,Yes,7,Residential,1.39,14.73
20,No,,Residential,1.12,14.44
14,No,9,Business,1.29,14.22
,No,6,Rural,1.26,13.07
,No,7,Airport,1.01,14.98
14,No,4,Rural,0.80,11.32
21,Yes,,Residential,1.37,13.71
20,Yes,6,Rural,1.24,15.31
16,No,10,Residential,1.17,15.94
13,No,4,Airport,1.17,12.34
18,No,1,Airport,1.34,10.80
12,No,2,,1.16,9.74
8,No,8,Residential,1.35,13.54
24,No,4,Business,0.97,12.75
20,No,,Residential,1.67,13.80
,Yes,10,Business,0.96,15.64
12,No,5,Business,1.47,11.59
17,No,3,Business,0.84,10.34
13,No,3,Residential,1.26,10.16
19,Yes,9,Airport,1.24,18.31
12,No,5,Airport,1.33,12.94
5,No,8,Business,1.04,12.72
21,No,4,Business,1.21,12.41
8,No,3,Rural,1.22,10.84
27,No,,Business,1.17,14.52
18,No,12,Business,1.36,25.31
15,No,19,Residential,0.97,26.06
19,No,3,Residential,1.13,10.59
14,No,3,Residential,0.98,9.49
7,No,6,Business,0.91,10.85
20,No,6,Rural,1.15,13.97
21,Yes,6,Residential,1.27,14.69
14,No,,Airport,1.21,14.12
15,Yes,3,Residential,0.87,10.65
9,No,2,Rural,1.66,10.60
13,Yes,5,Residential,1.30,11.89
7,No,4,Rural,0.80,9.79
23,No,5,Airport,1.11,14.81
7,No,3,Business,1.11,9.01
22,Yes,9,Business,1.20,16.46
21,Yes,5,Business,0.91,13.96
18,No,5,Business,1.48,13.17
9,Yes,8,Business,1.46,14.58
14,Yes,5,Business,1.00,12.82
11,No,9,Rural,1.24,14.36
12,Yes,5,Residential,1.19,11.98
7,Yes,1,Business,1.66,9.54
,Yes,7,Rural,1.39,14.19
14,No,10,Rural,,16.03
27,No,4,Residential,1.28,12.36
3,Yes,4,Business,1.15,10.38
25,Yes,7,Residential,1.08,15.58
19,Yes,6,Rural,0.89,14.33
9,Yes,5,Rural,1.46,12.95
16,No,7,Residential,1.37,13.60
15,,5,Airport,1.20,12.28
20,No,3,Rural,1.19,12.32
13,No,6,Business,1.18,12.24
13,No,7,Airport,1.17,14.78
12,No,5,Airport,0.80,12.11
23,,4,Rural,1.27,14.36
9,,6,Business,1.44,12.94
9,No,6,Business,1.39,12.40
10,No,4,Business,1.14,10.39
12,No,5,Rural,1.03,11.36
10,No,8,Residential,1.23,13.88
14,No,6,Residential,1.48,12.99
27,No,6,Residential,1.32,14.83
15,Yes,8,Rural,1.25,15.18
14,Yes,4,Business,1.03,11.49
22,No,9,Business,1.15,16.14
22,No,4,Business,1.37,12.91
4,Yes,,Business,1.23,11.37
23,No,4,Business,0.84,11.31
9,No,2,Business,0.84,8.55
16,No,3,Business,0.95,10.17
19,Yes,6,Residential,0.89,13.14
13,No,5,Rural,1.12,11.57
11,No,7,Residential,1.29,12.97
28,No,1,Airport,1.19,13.03
10,No,9,Business,1.23,14.62
10,No,7,Residential,,12.93
6,No,5,Rural,1.31,11.48
11,,2,Business,1.17,8.93
10,Yes,7,Rural,1.15,13.91
12,No,,Business,1.11,12.32
23,No,8,Residential,1.18,15.34
7,No,3,Rural,1.25,9.43
26,Yes,4,,1.22,13.84
20,No,7,Residential,1.26,14.15
16,No,1,Business,1.27,10.41
9,No,6,Business,1.13,11.14
12,No,2,Business,1.38,10.07
8,No,5,Business,0.88,10.35
13,No,8,Business,1.04,14.24
10,No,5,Business,1.17,10.21
10,No,2,Residential,1.12,7.75
32,No,7,Business,1.49,16.15
9,Yes,7,Airport,,15.25
25,No,7,Business,1.29,14.92
19,No,6,Business,1.37,13.35
22,No,,Business,1.19,10.53
14,No,6,Airport,1.10,14.10
15,Yes,10,Residential,0.93,16.14
20,No,3,Rural,1.17,12.10
10,Yes,,Residential,1.41,11.66
10,No,3,Residential,1.15,9.40
12,No,4,Business,1.09,10.69
13,No,7,Residential,1.61,13.42
16,No,9,Residential,1.34,14.86
11,No,5,Residential,1.09,11.04
12,No,4,Business,0.83,10.56
9,Yes,1,Residential,1.24,9.44
20,Yes,6,Business,1.34,15.20
21,No,,Business,1.21,10.32
15,No,10,Residential,1.31,16.82
12,No,5,Rural,1.52,12.15
15,Yes,9,Business,1.30,17.58
12,No,5,Business,,11.35
17,Yes,2,Rural,1.36,11.53
12,No,5,Rural,1.51,12.95
14,No,4,Airport,0.89,12.39
12,No,8,Rural,1.57,14.25
24,Yes,3,,0.87,12.92
12,Yes,5,Rural,1.48,13.39
11,No,4,Rural,1.21,11.40
22,Yes,3,Business,1.36,11.76
12,No,,Residential,1.35,10.59
9,Yes,,Residential,1.13,15.94
20,No,7,Business,1.15,13.99
12,No,2,Rural,1.41,10.12
17,No,1,Airport,,10.81
3,Yes,4,Business,0.80,9.19
12,No,4,Rural,1.26,11.69
14,No,3,Business,1.41,10.26
14,No,5,Business,1.00,11.97
13,Yes,7,Business,1.25,14.01
21,Yes,5,Rural,1.37,14.53
26,No,7,Residential,0.87,14.77
33,No,4,Business,1.53,14.08
11,No,,Residential,1.38,13.71
5,No,7,,1.33,12.59
12,No,3,Rural,1.21,10.94
19,Yes,8,Rural,1.35,17.03
16,No,6,Airport,1.04,14.00
,,6,,1.33,13.25
10,No,3,Business,1.43,10.29
9,No,6,Business,1.10,12.34
19,No,7,Rural,0.80,13.66
18,No,5,Residential,1.20,11.14
17,No,7,Business,1.05,13.63
9,Yes,1,Business,1.33,8.81
13,Yes,9,Residential,1.01,14.65
8,Yes,1,Business,1.45,9.87
25,No,9,Residential,1.05,16.28
9,No,,Business,1.03,8.08
12,,5,Business,1.21,12.45
17,No,3,Business,1.31,10.98
20,No,8,Residential,1.62,15.06
18,No,8,Airport,1.19,16.42
16,No,6,Rural,1.14,12.91
17,No,7,Airport,1.38,15.34
13,No,6,Business,1.09,12.86
15,Yes,4,Rural,1.24,11.96
4,Yes,3,Business,1.14,9.83
8,Yes,4,Rural,0.93,11.01
7,Yes,10,Business,1.09,14.97
14,No,6,Airport,1.29,13.92
19,No,7,Business,1.10,14.41
21,Yes,,Business,,14.58
10,No,7,Business,1.18,12.09
10,Yes,3,Business,1.00,10.50
19,No,5,Residential,1.21,12.75
20,,,Business,1.05,13.63
22,,1,Business,1.13,9.22
13,No,5,Rural,1.19,11.99
11,No,6,Residential,0.91,11.37
12,No,9,Business,1.11,14.61
19,No,5,Residential,1.07,12.60
13,Yes,4,Business,1.19,12.22
19,No,6,Residential,1.44,13.15
18,Yes,7,Rural,0.93,14.81
16,No,8,Business,1.22,15.05
7,No,5,Business,1.20,10.05
14,No,7,Business,1.01,13.04
7,No,3,Residential,1.04,9.61
26,No,6,Airport,1.33,14.88
6,Yes,5,Business,1.15,11.57
15,No,5,Business,1.25,12.14
14,Yes,2,Airport,1.39,12.38
9,No,7,Business,1.43,12.69
15,No,4,Rural,1.27,11.70
11,No,4,Airport,1.09,12.12
15,No,12,Residential,1.02,15.99
21,Yes,11,,1.37,19.26
3,No,5,Rural,1.44,10.44
20,No,5,Rural,1.19,13.89
15,,2,Residential,1.27,10.89
15,No,9,Rural,0.93,15.09
6,No,7,Residential,0.88,11.25
14,No,3,Business,1.30,10.43
18,No,2,Airport,1.25,11.01
20,Yes,4,Residential,1.14,12.42
9,No,3,Airport,,10.85
16,Yes,1,Residential,1.32,10.06
13,No,6,Business,1.16,13.11
14,Yes,4,Residential,1.06,12.16
15,Yes,7,Business,0.96,14.12
14,Yes,3,Rural,1.32,12.26
,Yes,3,Rural,0.97,13.70
14,No,4,,1.25,11.85
20,No,5,,0.98,12.05
5,No,10,Residential,1.36,14.15
19,No,,Business,1.42,21.22
19,Yes,2,Business,1.31,11.32
,No,5,Airport,1.12,12.05
,No,4,Business,1.15,12.87
21,,5,Business,0.90,12.29
8,No,9,Business,1.26,13.69
7,,2,Residential,0.99,8.34
19,No,10,Rural,1.20,17.08
8,No,6,Residential,0.91,11.26
16,No,4,Business,1.23,11.98
3,No,,Business,1.13,10.12
9,No,2,Residential,1.06,7.90
14,No,5,Business,1.15,11.84
9,Yes,5,Business,1.18,11.87
21,No,4,Business,1.20,11.72
11,No,5,Residential,,11.11
3,Yes,4,Rural,1.54,11.23
10,Yes,,Airport,1.06,9.69
12,No,3,Rural,1.64,11.67
,Yes,7,Business,,14.43
20,Yes,2,,0.90,12.01
11,No,3,Rural,1.12,10.80
8,No,1,Residential,1.09,7.66
17,Yes,6,Business,0.85,13.88
22,No,4,,1.40,12.70
22,No,4,Business,1.14,12.52
12,No,7,Residential,1.14,11.91
5,No,5,Residential,1.16,9.78
14,No,3,Airport,1.40,11.85
18,No,1,Rural,1.26,10.17
9,No,4,Airport,1.22,11.93
11,No,5,Rural,1.40,12.62
19,Yes,3,Rural,1.34,13.43
20,,3,Business,0.84,11.33
21,Yes,2,Business,1.46,11.80
12,No,8,Business,1.23,14.97
9,Yes,6,Rural,1.25,13.22
12,Yes,8,Airport,1.17,16.79
19,No,4,,1.35,11.98
9,,4,Rural,,9.90
17,No,,Business,1.38,15.18
18,No,3,Airport,1.30,12.79
19,No,5,Business,1.25,12.43
13,No,6,Business,1.32,12.60
7,Yes,2,Business,1.50,10.37
17,No,6,Residential,1.10,13.25
13,No,6,Business,1.53,12.79
14,No,6,Airport,1.11,13.65
11,Yes,1,Rural,1.24,9.53
21,No,4,Residential,1.13,12.01
19,No,7,Business,0.91,13.70
21,Yes,,Residential,1.14,11.46
25,No,4,Residential,1.26,12.77
21,No,9,Residential,0.80,15.75
3,No,3,Residential,0.85,8.35
39,Yes,4,Business,0.99,15.64
3,No,5,Residential,1.47,10.49
8,,7,Residential,1.21,11.83
9,Yes,3,Rural,1.18,11.79
19,No,2,Residential,1.19,9.93
,No,4,Business,,9.14
14,No,4,Business,1.30,11.36
11,Yes,3,Rural,1.21,10.49
8,No,5,Business,0.92,10.28
6,Yes,6,Residential,1.22,11.83
,Yes,7,Residential,1.07,11.61
,Yes,,,,15.67
,No,7,Business,,13.76
13,No,3,Rural,1.37,11.29
21,No,6,Business,1.16,13.43
15,No,5,Residential,0.95,11.66
16,No,4,Business,1.29,11.88
13,Yes,4,Airport,1.61,13.75
12,No,,Residential,1.30,12.09
20,No,3,Rural,1.24,11.66
20,No,,Rural,,12.91
3,No,5,Residential,1.08,9.39
,,4,Business,1.25,11.09
12,Yes,5,Airport,1.42,14.02
20,No,9,Business,1.18,14.72
21,Yes,3,Business,1.35,12.71
8,No,5,Residential,1.04,10.25
15,No,7,Airport,0.92,14.30
19,No,3,Airport,1.24,12.99
20,Yes,,Residential,0.90,15.41
23,Yes,2,Business,1.15,11.50
15,No,3,Rural,1.00,10.63
18,Yes,5,Business,1.17,13.13
16,No,11,Rural,0.96,16.79
22,No,4,Residential,1.28,12.83
10,No,9,Residential,1.04,14.13
7,No,,Rural,0.96,11.69
17,No,8,Residential,1.10,14.04
22,No,5,Business,0.88,11.79
3,No,7,Airport,1.17,13.35
12,Yes,,Rural,1.26,13.66
,No,4,Rural,1.12,12.33
14,No,11,Business,1.28,16.42
22,No,7,Business,1.01,14.57
23,No,6,Business,0.87,12.89
16,No,13,Residential,1.39,17.89
14,No,1,Rural,0.96,9.86
3,No,3,Residential,0.84,8.37
10,,1,Business,1.40,7.85
20,No,5,Business,1.47,12.86
4,No,5,Rural,1.00,9.78
22,No,6,Residential,1.32,13.33
17,No,6,,1.02,11.93
9,No,10,Residential,1.05,14.68
8,Yes,1,Business,1.38,9.95
9,No,8,Business,1.28,13.46
13,No,2,Airport,1.46,11.02
16,Yes,2,Business,0.98,11.23
16,No,7,Rural,0.85,14.24
22,Yes,5,Residential,1.21,13.96
22,Yes,9,Rural,1.26,17.63
14,No,4,,1.27,10.98
9,Yes,2,Business,0.80,9.56
17,No,4,Residential,1.03,10.85
15,No,3,,0.88,10.35
9,No,6,Business,1.25,12.09
6,Yes,2,Rural,1.03,9.65
20,Yes,7,Rural,0.87,15.74
21,No,21,Business,1.25,28.88
16,No,9,Residential,1.08,14.38
10,No,1,Rural,,9.16
14,No,5,Residential,1.28,12.12
12,No,7,Airport,1.19,14.38
9,No,5,Rural,1.08,11.03
14,Yes,2,Rural,1.20,11.04
13,No,4,,0.84,11.86
15,No,1,Residential,1.09,8.14
23,No,5,Business,1.25,12.97
12,,3,Rural,1.12,10.89
14,No,2,Residential,1.07,9.65
16,No,8,Residential,1.10,14.01
,Yes,11,Residential,0.80,17.19
19,Yes,,Rural,0.98,15.13
24,No,1,Rural,1.14,10.76
22,No,1,Business,1.18,10.91
18,,5,Business,1.27,13.61
12,Yes,,Rural,1.07,12.42
14,No,5,Business,1.33,12.18
9,No,1,Business,1.27,8.55
,No,7,Residential,1.15,12.32
10,No,4,Business,1.38,10.41
17,No,,Business,1.27,12.29
21,No,8,Residential,1.26,15.00
14,No,1,Business,1.34,9.03
9,,7,Business,1.07,11.79
13,No,12,Business,,17.24
24,No,7,Residential,1.29,15.15
11,Yes,6,Rural,1.16,12.77
20,Yes,6,Residential,1.24,14.85
3,No,9,Residential,1.34,13.35
18,No,5,Residential,1.46,12.93
20,No,5,Business,1.24,12.80
12,No,7,Business,1.33,13.48
10,No,6,Business,1.16,12.06
9,Yes,6,Airport,1.27,13.55
16,Yes,22,Residential,1.07,29.32
18,,6,Residential,1.41,14.03
19,No,8,Business,1.34,14.84
23,No,1,Business,1.19,10.83
19,No,4,Airport,,14.30
11,No,6,Residential,1.25,11.92
14,No,9,Rural,1.23,15.18
16,No,5,,0.98,13.07
15,No,6,Business,1.16,13.36
13,No,2,Business,1.00,9.73
7,Yes,3,Residential,1.34,10.34
9,No,5,Rural,1.40,11.74
11,No,3,Residential,1.06,8.96
21,No,4,Business,1.13,12.30
,No,6,Business,1.21,12.44
8,No,1,Business,1.05,7.27
9,Yes,3,Residential,1.53,10.52
22,No,8,Residential,1.36,14.97
12,No,8,Residential,1.17,13.25
17,Yes,4,Airport,1.33,14.04
24,No,2,Residential,,11.35
13,Yes,3,Residential,1.22,11.28
12,No,3,Residential,1.16,9.98
10,No,3,,0.99,8.67
19,No,4,Residential,1.09,11.78
14,No,6,Airport,1.50,14.76
9,No,4,Rural,0.98,10.20
16,Yes,5,Residential,1.01,11.86
16,Yes,12,Business,1.16,17.90
3,No,2,Rural,1.08,7.13
19,No,,Rural,1.14,12.90
16,Yes,6,Business,1.12,13.78
13,,8,Residential,1.13,14.53
20,No,8,Residential,0.94,15.46
11,No,21,Residential,,25.94
8,No,5,Business,1.31,10.77
14,No,2,Rural,1.35,10.87
22,No,3,Business,1.28,12.24
19,No,2,Business,1.39,11.41
6,No,10,Business,0.80,14.19
13,Yes,8,Business,1.15,14.15
17,No,4,Rural,1.15,12.10
5,Yes,7,Residential,1.16,12.53
17,Yes,2,Business,1.20,11.14
18,No,7,Business,1.21,14.78
13,No,6,,1.39,12.90
12,No,10,Residential,,15.60
12,No,3,Airport,0.94,11.33
22,No,4,Airport,1.49,14.36
11,No,5,Rural,1.21,12.39
5,No,4,,0.85,9.63
22,Yes,6,Residential,1.27,15.12
20,No,8,Business,0.88,14.93
18,No,2,Business,1.01,9.59
24,No,5,Residential,1.04,13.07
14,No,6,Business,1.29,12.31
25,No,2,Residential,1.12,10.66
17,No,2,Airport,,11.37
16,No,7,,1.42,14.21
13,Yes,4,Business,1.00,11.51
16,Yes,6,Residential,1.74,14.09
17,No,4,Residential,1.39,11.29
9,No,9,Residential,1.21,14.40
,No,3,Business,1.40,10.07
18,Yes,7,Residential,1.17,15.39
29,No,7,Residential,1.10,15.61
15,No,6,Residential,1.18,12.06
21,Yes,9,Business,1.19,17.41
25,No,3,Rural,1.09,13.38
17,No,3,Business,1.15,10.70
21,Yes,7,Residential,1.23,15.52
13,Yes,5,Rural,0.99,12.12
9,Yes,4,Business,,11.50
8,Yes,1,Business,1.17,9.23
9,No,5,Residential,0.80,10.14
17,No,5,Residential,1.19,11.83
17,No,7,Airport,1.28,15.52
20,No,3,Rural,0.82,11.50
11,No,4,Residential,0.97,9.90
8,No,1,Residential,1.48,7.79
13,No,8,Business,,14.21
11,Yes,10,Rural,1.08,16.67
5,Yes,,Rural,1.38,9.71
19,Yes,6,Rural,1.09,14.52
15,No,5,Business,1.17,11.92
17,Yes,6,Rural,1.03,14.35
21,Yes,7,Business,1.24,15.27
13,Yes,1,Residential,1.31,10.89
21,No,4,Business,1.23,13.47
16,No,,Residential,1.40,11.07
14,No,8,Airport,1.00,14.81
16,Yes,4,,1.04,11.57
7,No,7,Airport,1.52,14.21
8,No,9,Business,1.18,14.58
,Yes,5,Residential,1.14,13.28
14,Yes,13,Business,1.13,19.52
5,Yes,6,Rural,1.16,11.67
10,No,1,Business,0.87,8.21
14,Yes,4,Business,1.32,12.27
,Yes,1,Business,1.51,11.73
12,No,8,Residential,1.22,14.01
27,No,3,Business,0.99,12.22
15,No,3,Business,1.38,11.39
5,No,7,Business,1.44,13.15
7,Yes,3,Business,1.19,10.79
13,Yes,7,Business,0.87,14.06
,No,4,Rural,1.16,14.01
22,No,3,Business,1.28,11.98
21,No,6,Residential,1.47,13.92
5,No,4,Residential,1.12,10.06
8,Yes,6,Business,0.93,12.47
23,Yes,5,Airport,1.29,16.03
12,No,2,Business,1.17,8.66
17,No,6,Airport,1.13,14.09
14,,4,Residential,1.19,11.20
11,Yes,1,Business,1.22,9.48
14,No,5,Residential,1.41,11.21
12,Yes,7,Business,1.12,13.42
10,No,3,Residential,0.80,8.43
14,Yes,6,Business,1.22,14.09
9,No,7,Rural,1.32,13.58
29,,1,Residential,1.30,12.24
24,No,11,Airport,1.44,18.07
24,No,5,Business,1.28,13.90
15,No,3,,,10.79
18,Yes,2,Residential,1.31,10.82
20,Yes,4,Airport,1.16,14.14
21,Yes,,Business,1.24,13.45
,,4,Business,1.21,11.74
,No,7,Residential,0.98,12.73
26,,,Rural,1.22,17.13
15,No,4,Rural,1.44,12.74
19,No,1,Business,1.09,9.45
10,No,3,,1.18,11.08
8,No,5,Business,1.30,11.36
11,No,5,Business,1.04,11.43
23,Yes,,Airport,1.41,16.09
20,No,6,Residential,1.41,14.08
21,No,10,Rural,1.60,17.70
3,No,,Residential,1.18,9.72
4,No,4,Business,1.21,10.03
,Yes,1,Residential,1.54,9.09
15,Yes,8,Business,0.91,14.48
23,No,6,Business,,12.60
4,No,5,Rural,1.35,10.66
11,Yes,7,Business,1.12,13.42
19,Yes,6,Residential,,14.03
9,No,2,Business,1.43,9.46
12,No,5,Airport,1.04,12.94
12,No,8,Residential,0.95,12.90
22,No,4,Business,0.88,12.16
7,Yes,7,Rural,0.80,12.93
4,No,2,Residential,1.05,8.03
3,No,2,Residential,0.80,7.87
20,Yes,2,Business,1.16,11.45
14,No,7,Rural,1.10,13.84
19,Yes,8,Airport,1.64,17.42
9,No,3,Rural,1.04,10.69
17,No,6,Business,1.01,13.38
8,No,5,Business,1.02,11.43
18,,8,Airport,1.00,16.35
28,No,12,Business,1.43,19.46
,No,4,Business,1.28,14.08
9,,6,Rural,1.16,11.87
28,No,5,Residential,1.45,13.32
18,No,1,Rural,1.04,9.96
18,No,4,Airport,1.17,13.44
3,Yes,8,Residential,1.25,13.14
9,Yes,9,Business,0.97,14.31
11,No,10,Rural,1.41,16.29
17,No,1,Residential,1.15,9.06
23,No,8,Residential,1.18,15.48
10,No,1,Rural,1.40,8.40
21,Yes,3,Rural,0.93,13.02
6,No,6,,1.17,11.47
,No,4,Business,1.24,10.41
21,,2,Business,0.80,10.57
21,No,7,Residential,1.19,14.46
24,No,3,Residential,,11.96
3,No,10,Business,1.65,15.14
,No,7,Residential,1.14,11.07
8,No,,Rural,1.50,12.14
6,No,5,Business,0.99,10.60
17,No,2,Residential,1.38,10.08
22,No,4,Business,1.14,11.80
12,No,2,Business,1.31,9.26
14,No,7,Residential,0.91,12.82
14,,8,Business,1.00,14.21
4,No,7,,1.03,11.71
21,No,5,Residential,1.58,14.06
18,No,4,Rural,1.67,13.37
18,Yes,6,Business,1.05,13.07
6,Yes,8,Business,1.31,13.11
18,No,6,Business,1.13,12.77
23,No,3,Residential,1.16,11.59
7,No,4,Business,1.08,10.60
15,No,11,Airport,1.20,17.84
17,No,4,Rural,0.80,11.49
4,No,5,Residential,1.61,10.92
12,Yes,,Airport,1.52,12.58
17,No,3,Business,0.99,11.03
16,No,4,Business,1.35,12.03
8,Yes,7,Rural,1.41,14.70
19,Yes,3,Business,1.10,11.70
6,No,4,Rural,1.26,10.63
15,No,3,Business,1.54,10.60
14,No,4,Business,1.25,11.63
20,Yes,2,Airport,1.19,12.95
12,No,8,Business,1.19,14.26
16,Yes,,Rural,1.14,12.40
15,Yes,8,Residential,1.12,14.94
24,Yes,3,Airport,1.15,13.91
23,No,6,Residential,1.39,13.93
,No,9,Business,1.12,14.70
19,Yes,6,Residential,1.26,14.31
14,No,7,Business,0.98,12.01
20,Yes,4,Residential,1.36,13.74
15,No,5,Residential,1.21,11.59
16,No,2,Residential,1.62,10.71
15,No,4,Business,1.22,11.42
10,No,4,,,10.67
15,No,5,Rural,1.30,13.43
13,No,3,Business,0.87,10.05
25,Yes,2,Rural,1.69,13.38
7,No,7,Business,1.04,11.80
15,No,8,Residential,1.00,14.74
21,No,4,Business,1.23,11.89
,No,2,Airport,1.16,10.01
24,Yes,5,Residential,1.16,13.18
19,No,3,Rural,1.00,11.84
11,No,5,Business,1.22,11.55
23,No,8,Business,0.80,15.20
8,,8,Airport,1.37,14.47
,No,1,Residential,0.86,8.86
,No,5,Rural,0.94,13.74
20,Yes,3,Rural,1.32,12.60
21,No,4,Business,1.61,12.47
19,No,7,Residential,1.57,14.83
16,No,2,Business,1.11,9.79
27,Yes,4,Rural,1.30,15.09
14,No,4,Rural,1.06,11.26
13,No,5,Business,1.26,11.71
,No,6,,0.99,12.99
13,Yes,,Business,1.22,13.09
13,No,2,Business,1.37,9.39
15,No,5,Residential,1.23,11.47
9,No,4,Business,1.57,10.92
24,No,3,Residential,0.90,11.69
19,Yes,6,Business,1.36,15.22
16,No,4,Business,,11.63
12,No,,Business,1.55,9.10
5,No,4,,1.20,11.77
15,,2,Residential,1.07,10.31
8,No,4,Business,0.96,10.80
8,No,,Business,1.08,11.06
8,No,3,Business,1.19,9.79
9,No,6,Rural,1.16,12.42
21,No,5,Business,1.15,12.72
11,Yes,6,Rural,,13.45
15,Yes,9,Airport,1.36,17.20
10,No,6,Business,1.40,11.46
21,No,7,Residential,1.30,14.20
12,,4,Residential,1.38,10.76
23,No,10,Business,0.98,16.31
21,No,3,Residential,1.01,12.07
3,Yes,8,Airport,0.85,14.10
13,,1,,0.95,8.41
10,No,6,Business,1.27,12.46
14,No,8,Business,1.36,14.50
17,No,3,Business,0.83,10.47
20,No,8,Airport,1.01,15.99
22,No,6,Business,1.50,14.28
16,No,6,Airport,0.84,13.39
27,No,8,Airport,1.17,17.30
4,No,7,Business,1.22,12.43
8,No,2,Business,1.53,10.33
18,No,2,Business,1.21,10.49
17,No,6,Business,1.02,12.83
14,No,4,Residential,,11.63
22,No,3,,1.12,12.69
13,No,10,Airport,1.01,16.36
7,No,6,Business,0.88,10.81
26,,6,Business,,15.21
19,No,3,Residential,1.27,12.16
21,Yes,3,Residential,1.08,11.35
11,No,6,,1.15,11.79
17,,7,Business,1.15,13.50
25,Yes,9,Business,0.83,17.39
7,Yes,8,Residential,1.46,14.67
14,No,5,Residential,1.21,11.81
11,No,7,Business,1.52,13.76
18,No,5,,1.38,14.16
12,No,5,Rural,1.38,12.55
12,Yes,3,Residential,1.22,10.40
21,No,,Business,1.12,13.46
17,No,1,Residential,,8.81
12,Yes,7,Residential,1.11,13.72
3,No,2,Business,1.38,8.07
18,No,,Rural,1.07,11.89
12,No,2,Rural,1.40,10.44
