mileage_km,is_automatic,engine_size_l,brand,age_years,price
59884,Yes,2,nissan,10,18209.00594
137089,No,2,BMW,13,13059.15877
153310,Yes,2,nissan,8,15029.56785
95276,Yes,2,nissan,9,17054.36966
100334,Yes,2,Honda,7,19357.32053
144184,No,1,BMW,8,12104.35908
87870,Yes,1,Ford,7,16301.83018
84777,Yes,,,4,21810.50605
173842,No,2,BMW,11,11541.50378
159788,No,2,,13,11868.91258
147070,Yes,1,nissan,8,11172.83743
161654,Yes,2,nissan,9,11725.30909
31022,No,2,BMW,11,18948.54196
180923,No,2,Honda,7,13218.24585
137643,Yes,2,Ford,9,15012.21159
165485,Yes,2,Ford,7,15529.53232
137422,Yes,2,Ford,6,18602.99128
122202,No,3,nissan,10,16196.66023
107611,Yes,3,Honda,10,18357.82327
136521,No,1,nissan,11,10755.04034
105971,Yes,2,,8,18296.68086
159054,No,2,,4,19422.83859
48609,Yes,2,Honda,12,17748.37501
95629,No,2,Honda,5,18441.75049
212017,Yes,2,nissan,5,13904.74975
229566,Yes,2,BMW,6,29369.96241
109259,Yes,2,BMW,2,23272.2247
80284,Yes,1,nissan,7,16024.74811
135113,Yes,2,Ford,10,15668.81151
86868,No,1,Ford,,17423.63178
111648,No,2,nissan,13,11247.99245
158199,Yes,2,Honda,12,12944.97014
88556,Yes,2,Honda,11,17236.73884
155488,Yes,1,BMW,1,20033.46108
157000,No,2,,13,9428.754448
167473,Yes,3,Ford,7,15712.56295
126324,Yes,2,Honda,14,11759.74678
265857,Yes,2,Honda,6,9675.76696
167454,Yes,1,BMW,8,13208.27447
134619,Yes,2,Ford,8,17667.13184
80583,Yes,2,Ford,5,21476.24677
115632,Yes,1,Ford,2,19703.50505
184185,No,2,BMW,0,18636.1274
196929,Yes,2,nissan,18,4702.475443
186525,No,3,Ford,2,18129.78485
,Yes,2,Ford,2,18762.19097
,No,1,Honda,10,13657.12853
141922,No,2,Honda,3,19340.19443
64137,Yes,3,,2,28602.88797
53064,No,,BMW,0,27190.27233
130762,,1,BMW,9,15260.33995
143544,Yes,2,BMW,4,18210.39386
160652,No,2,BMW,10,11844.21958
142371,No,2,Honda,8,16254.5728
143921,Yes,2,Ford,8,15398.8503
75691,Yes,2,BMW,6,21056.97696
115276,Yes,1,Honda,7,16135.60852
52180,Yes,2,BMW,5,25068.45388
,No,1,nissan,5,20068.56708
153329,Yes,1,Honda,4,15399.30425
86109,No,1,Honda,13,11568.09911
159262,Yes,2,,7,18736.98162
169876,No,2,Ford,0,19421.66782
92131,No,2,Ford,9,19660.64926
146564,No,1,nissan,5,14499.95843
90248,Yes,1,BMW,8,17379.13983
36935,Yes,2,Ford,7,19860.24653
125549,Yes,2,Honda,13,12372.6272
98811,No,2,Ford,7,19751.59017
,No,1,Honda,11,11363.14796
208890,Yes,2,nissan,10,10321.27304
51336,Yes,1,Ford,3,22953.89475
137229,Yes,1,BMW,9,14759.10662
75234,Yes,3,nissan,5,23615.7831
160872,Yes,1,BMW,4,15263.66132
133429,Yes,2,Honda,4,19067.31576
137070,No,2,BMW,,14178.05009
77480,Yes,1,,17,10937.21276
85549,No,,Ford,5,18013.17408
161726,Yes,3,nissan,9,13933.444
199686,Yes,3,BMW,9,12813.80976
141614,No,2,BMW,6,18248.37115
79616,No,,BMW,13,16707.44222
135252,,1,BMW,16,9369.18203
229236,No,1,BMW,,10784.12413
124609,,2,nissan,14,10733.90304
185783,Yes,2,Honda,6,16269.99601
86685,No,1,Ford,5,15901.58141
118106,No,1,,8,14557.00548
147880,Yes,1,BMW,11,13875.73681
137880,No,2,Ford,8,15198.59643
85513,No,2,Ford,11,16896.05267
83572,Yes,1,nissan,9,17843.00068
164473,Yes,2,BMW,13,11410.99471
173620,,1,Ford,10,10369.2186
188046,Yes,2,Honda,13,7129.835383
201177,,1,,,12277.41512
126058,Yes,2,Honda,7,16875.15889
105996,,1,Honda,8,16516.05109
180795,Yes,2,BMW,5,18408.91316
,Yes,2,nissan,4,16335.58224
75790,No,2,Ford,9,18567.2938
73486,Yes,3,BMW,10,20552.44548
142137,Yes,2,Honda,8,16159.02457
112023,Yes,2,Honda,12,13392.71483
118811,No,1,BMW,4,17766.77969
168264,No,1,Ford,7,11455.97749
154157,No,2,nissan,,16361.5841
179844,Yes,2,Honda,8,13097.87015
33081,Yes,1,Ford,10,16969.62463
131403,No,1,Ford,13,9454.160046
151261,No,1,Honda,4,15772.99162
51304,Yes,1,Honda,9,16048.09275
90530,No,2,BMW,13,11904.71451
82178,Yes,2,Ford,4,22335.55657
120976,Yes,2,Ford,4,20168.11382
193253,No,2,Honda,3,14213.23931
,Yes,1,Honda,10,9906.355129
83357,No,2,Honda,5,19637.0808
143695,No,1,Honda,10,10451.02577
145146,No,2,Ford,7,16487.92128
137443,Yes,2,nissan,14,11952.25942
137954,No,1,nissan,11,11251.99099
133668,No,2,nissan,5,17779.85985
195941,Yes,2,nissan,7,13646.30899
169611,Yes,2,nissan,11,11175.80003
,Yes,2,BMW,4,22876.42165
155807,Yes,1,Ford,12,11336.19928
160157,No,2,,7,16952.79527
,Yes,2,Ford,,14475.02532
170914,No,1,nissan,7,11761.56955
,Yes,1,Ford,6,14639.63236
129021,Yes,1,BMW,6,17875.19749
125456,No,1,BMW,14,9887.070059
29179,,2,BMW,7,22059.83498
116382,Yes,3,Ford,,11572.66543
89929,Yes,3,BMW,9,19863.75265
66610,Yes,,BMW,,19275.70409
184531,Yes,2,Ford,2,19918.31308
142689,No,2,Honda,12,10141.80738
118658,Yes,1,Honda,7,14782.15763
94584,,2,BMW,11,14983.55568
133328,No,2,nissan,16,6957.088915
164615,Yes,3,BMW,10,15645.82834
82787,Yes,1,Honda,9,15699.47019
,Yes,2,nissan,12,15402.32682
159063,No,2,nissan,11,11789.43904
32880,Yes,1,Ford,4,21864.21325
117409,Yes,1,BMW,13,11007.89579
100682,Yes,3,nissan,8,18818.80914
113978,Yes,2,Honda,13,12434.85553
97427,No,,Honda,10,17655.75536
126193,Yes,2,Ford,12,15009.3038
206563,Yes,2,nissan,,11952.96075
105423,Yes,1,nissan,3,19117.58723
133127,No,1,Honda,10,13120.4628
209764,No,3,nissan,11,11956.37867
95249,,2,Ford,6,20002.09934
201660,Yes,1,BMW,7,11099.51554
120240,No,2,Honda,0,22786.91429
200185,Yes,1,Honda,7,10564.34052
153759,Yes,1,Ford,4,17201.66242
133820,Yes,2,BMW,10,14776.72505
,Yes,3,Honda,,20351.06705
91918,Yes,2,BMW,8,19865.30596
123411,Yes,2,Honda,13,12314.72192
160381,Yes,2,nissan,9,12366.39165
119410,,2,BMW,9,17690.17036
105752,Yes,3,,,18502.4176
108715,,2,BMW,,18646.96655
164661,Yes,2,,11,10161.56567
175132,No,,nissan,5,12311.08243
89978,No,2,BMW,9,18472.27882
89914,No,2,BMW,12,17846.70546
137071,Yes,1,nissan,4,15260.37151
,Yes,,BMW,3,16276.69834
171570,Yes,1,,4,15943.15822
63667,No,2,Ford,14,14751.74445
108117,Yes,1,BMW,6,17931.72117
78123,Yes,1,BMW,4,19877.07195
107962,No,2,nissan,9,16462.22548
192198,Yes,2,Ford,0,19099.25294
55983,Yes,,Ford,5,22448.98747
117878,Yes,4,Honda,13,27093.30828
82715,No,2,Ford,5,20421.10148
132929,No,2,Ford,7,13990.31642
147934,Yes,2,nissan,9,12078.86267
139685,No,2,Honda,9,12821.05254
432265,Yes,4,Honda,6,27248.39376
40661,Yes,2,Ford,10,17832.22973
173475,No,2,nissan,,7309.293711
105956,No,2,Honda,4,19990.60797
152917,No,3,Ford,6,19656.00188
60446,No,2,Ford,8,19860.15892
120223,Yes,2,BMW,10,13911.36843
130632,Yes,,nissan,8,18696.27517
172009,,3,Honda,8,16558.90109
48664,Yes,3,Ford,3,25147.85305
121384,Yes,1,Ford,4,18490.27779
71164,Yes,1,nissan,9,17108.84307
142747,Yes,1,Ford,6,14852.87896
,No,2,Honda,7,16300.33675
177923,Yes,2,nissan,8,13798.78722
95924,Yes,1,nissan,16,9276.339551
161725,No,,,6,16515.85836
181241,No,2,Honda,13,8174.93572
46054,Yes,2,Ford,13,15952.84797
147556,No,1,nissan,11,9083.922394
163133,No,2,BMW,5,17531.02699
108357,No,2,Honda,8,16316.5781
65515,Yes,2,Ford,7,20908.22495
162433,Yes,2,nissan,,7560.337132
66022,No,3,BMW,9,22501.18886
111974,Yes,1,BMW,7,17164.89759
118194,No,1,nissan,14,10367.1638
152199,No,2,Ford,7,14574.44129
91802,No,1,Ford,10,14494.86696
89194,No,1,BMW,10,14317.76653
124451,Yes,2,nissan,9,15716.93605
,No,2,Honda,8,14421.7135
222935,No,2,Honda,11,8080.30279
52163,Yes,2,nissan,6,21260.41781
134190,No,1,nissan,12,11817.0306
71106,,2,Ford,7,18907.48831
165847,No,2,BMW,13,10302.81402
77765,Yes,2,Honda,12,16852.48654
,Yes,2,Honda,10,17887.93332
93483,No,1,,8,16089.6176
,Yes,2,nissan,12,14183.47239
134544,No,1,,10,10527.75337
141767,Yes,2,Ford,0,20015.78225
119740,Yes,1,Ford,5,17814.499
60155,Yes,1,nissan,9,16617.82062
152750,No,3,BMW,9,17396.54123
117617,Yes,1,Ford,10,13721.94757
,No,1,Ford,13,7792.490048
88152,No,2,,10,15521.94995
,No,2,Ford,1,24161.92535
118469,Yes,2,Ford,9,16422.26252
178318,Yes,3,nissan,12,12285.35863
127242,No,2,Honda,8,16589.19769
111015,Yes,,BMW,9,17056.19096
80834,Yes,2,BMW,6,20326.55539
199099,No,2,Honda,11,9885.832337
73668,Yes,2,Ford,7,20762.88253
87357,Yes,2,BMW,10,16819.49589
145652,No,2,Ford,9,14572.51968
36479,Yes,2,nissan,8,20719.95183
177357,Yes,2,Honda,10,11341.14469
148089,Yes,1,Honda,9,13063.89593
160465,,2,,12,12431.24191
145115,No,2,Ford,10,14268.47694
112749,No,1,nissan,12,9562.431817
72158,No,1,Honda,5,18205.77955
113697,Yes,2,BMW,5,18595.27825
76114,No,2,,8,17943.74957
141877,Yes,3,BMW,11,16393.92174
156305,No,4,Ford,10,17697.73594
186456,No,1,BMW,5,13249.05068
136730,Yes,2,nissan,11,14449.9219
161606,No,2,Honda,6,15150.09084
106628,No,2,Ford,10,14256.53429
98478,Yes,2,Ford,9,17828.60058
141315,No,2,nissan,7,13969.5636
102609,No,2,BMW,6,18443.19045
132113,Yes,2,,8,16244.86447
72246,Yes,2,nissan,8,19312.19085
,No,2,,4,20607.92455
148593,Yes,2,BMW,10,14346.86943
159901,Yes,1,BMW,12,11710.08863
75645,,3,Honda,11,19846.58952
150178,No,2,BMW,9,14226.00254
96027,Yes,2,Honda,6,19264.01684
120743,Yes,1,Honda,8,15885.92617
183762,No,,Honda,8,11731.13347
156337,Yes,2,Ford,8,16591.41615
155814,No,1,nissan,11,9839.010412
205896,No,1,nissan,8,8558.363024
88325,Yes,1,Honda,2,21583.01971
75636,No,1,Ford,11,16028.18734
87504,No,1,nissan,9,14051.13437
108547,No,2,Ford,9,16119.29903
,Yes,3,BMW,4,27293.63394
110666,Yes,2,,5,20507.92495
95494,No,1,Ford,5,17096.28485
155269,No,,BMW,6,15301.35384
135859,No,2,Honda,6,15526.75869
92969,Yes,1,BMW,4,18974.49438
146548,Yes,2,Ford,16,10748.05136
152547,Yes,3,nissan,13,13622.87787
85415,No,1,BMW,9,14696.31738
97814,No,2,Honda,8,14500.2572
19859,No,,nissan,14,15636.96442
70920,Yes,1,BMW,14,13979.94005
,No,2,Ford,5,18898.10643
123337,Yes,1,BMW,9,15038.99658
77458,Yes,1,Honda,7,20343.40539
96895,Yes,1,Ford,,15062.27032
64860,Yes,2,nissan,7,20262.39866
127700,No,2,Honda,8,16206.37738
139157,No,2,Honda,9,13841.35606
138106,Yes,3,nissan,9,16143.1066
120556,Yes,1,BMW,13,11523.30733
50652,Yes,2,Honda,5,21989.18054
230255,No,2,Honda,11,20257.63166
101671,Yes,2,Honda,4,20308.12979
101852,Yes,3,Honda,9,18956.86341
123374,Yes,2,BMW,12,15113.74386
184149,No,3,nissan,10,12454.00809
156544,Yes,1,Honda,7,14878.33783
75562,Yes,2,Honda,,17189.24587
150528,Yes,1,nissan,14,8777.222593
148814,Yes,2,Ford,6,14976.09877
83727,Yes,2,nissan,,16883.85488
158199,Yes,2,BMW,11,15030.75929
112783,No,2,BMW,7,17385.62394
56552,Yes,2,Ford,14,14798.27474
,Yes,2,BMW,,10867.08741
129763,No,2,Honda,12,13378.58401
109755,Yes,1,BMW,,13055.77354
118315,Yes,1,Honda,2,17645.51063
87641,Yes,1,nissan,,19706.00091
147456,Yes,1,,8,14612.1942
118045,,1,Ford,6,16849.87436
127490,No,2,nissan,10,13150.98856
,Yes,2,Honda,0,20814.78992
,No,1,nissan,10,15346.63412
79757,No,3,BMW,,22059.01475
20552,Yes,1,Honda,6,22018.57929
145413,No,3,BMW,15,12078.39163
65451,Yes,2,BMW,7,19257.35426
125966,Yes,1,BMW,2,20430.72505
136694,No,2,Honda,10,14154.8348
147106,Yes,2,BMW,9,14770.29055
65819,No,1,Ford,7,17833.31812
117068,Yes,3,Honda,16,13198.48003
195163,Yes,1,,9,10457.18726
197144,Yes,,Ford,12,11162.79165
164430,Yes,2,nissan,9,11876.51995
135187,Yes,3,nissan,12,14618.30569
74770,Yes,2,nissan,,17931.72144
152338,Yes,3,Honda,4,20845.11929
112889,Yes,2,BMW,11,14869.00992
145224,,1,BMW,9,12227.44253
91522,Yes,1,Ford,11,13456.61028
112218,,2,nissan,6,17710.09623
127387,No,1,BMW,10,13877.03108
131083,No,2,BMW,2,20516.09588
142218,,2,Honda,,14823.07158
93936,No,1,Honda,6,15440.36538
59552,Yes,1,Ford,10,16149.20595
193115,Yes,2,nissan,6,16195.23881
232016,No,1,Honda,3,11488.44642
,Yes,2,nissan,6,18991.3064
60420,No,2,Ford,10,18418.3228
85206,Yes,2,Ford,8,18231.52061
142910,No,1,BMW,5,16086.07842
180350,No,2,Ford,11,12079.73911
65420,Yes,2,BMW,13,16963.72494
114405,Yes,1,BMW,11,13428.68364
128817,No,3,BMW,0,24421.39665
158906,No,1,Ford,9,10044.56414
104538,No,1,BMW,8,15298.31745
49628,No,2,BMW,1,25724.27084
147954,Yes,2,Ford,3,19618.57522
,Yes,3,BMW,11,14162.8369
116283,Yes,2,BMW,9,16088.18744
138236,No,2,nissan,8,12461.27147
98648,No,2,Ford,6,17579.88981
81940,Yes,2,nissan,12,15812.63774
166189,No,2,BMW,4,18248.82478
137437,,2,Ford,5,19377.34502
142067,No,2,BMW,7,16594.3683
187595,Yes,2,Ford,3,17832.2891
72532,Yes,2,nissan,5,21408.40668
95159,Yes,2,nissan,12,14620.80966
127107,No,2,Ford,,17796.88621
94606,No,3,BMW,11,15136.56233
155241,Yes,1,Honda,10,11836.54136
111567,Yes,3,,7,21031.86069
75336,No,1,Ford,3,20751.92643
122960,Yes,1,Ford,8,15345.00247
127665,No,2,Ford,1,21515.82128
162061,Yes,2,,6,18051.55322
137691,,2,Ford,9,15013.45577
140752,No,2,BMW,11,13877.29307
134413,Yes,,Honda,7,14748.23224
111530,No,3,Ford,6,19961.86732
87770,Yes,2,Ford,6,20706.05973
132998,No,1,Ford,6,14965.50627
105009,No,1,Honda,10,14664.89054
196042,,2,Ford,9,13417.12504
180398,No,2,BMW,8,14064.47504
148478,Yes,2,Ford,10,14116.38985
137031,No,,BMW,8,13742.74638
116042,No,2,Ford,3,23042.646
63249,No,3,Ford,4,23678.23695
110272,,2,Ford,10,16726.98573
124563,No,3,Ford,3,22552.38379
130326,Yes,2,BMW,,19175.21109
141129,Yes,3,Ford,8,18875.67222
161460,No,2,BMW,4,16652.14446
88853,Yes,2,nissan,2,21043.80812
,Yes,2,Honda,4,21380.7029
185289,Yes,,Honda,2,16980.99969
154694,No,2,BMW,10,14588.46467
102415,No,3,nissan,9,17626.51382
115175,Yes,2,Honda,,20178.25836
115378,Yes,2,Ford,3,21218.62718
,No,2,Honda,12,11357.61927
141271,Yes,2,Ford,10,13607.43871
234075,No,2,nissan,6,10744.77132
128539,No,2,BMW,12,15038.57707
149817,No,2,nissan,8,12610.83347
44109,Yes,1,nissan,9,17849.87623
98180,No,1,Ford,4,18064.98632
175297,No,2,nissan,3,16751.06686
138104,Yes,2,BMW,3,20928.65031
5000,No,2,Honda,15,17703.16621
150331,Yes,1,Ford,,15951.29094
206317,No,2,Ford,8,11923.28645
30184,No,1,Ford,10,18400.1599
188372,Yes,1,Honda,8,11906.01811
,Yes,2,Honda,7,22682.29752
162210,Yes,3,BMW,7,17134.69723
119611,Yes,2,Ford,10,15625.65262
14251,No,3,,4,28929.95443
140076,Yes,2,Honda,6,16507.48665
171788,No,2,BMW,0,20128.42944
136375,Yes,1,,1,19921.76998
146317,No,2,nissan,3,17480.90382
101475,No,1,nissan,11,13259.6421
36237,No,1,Ford,7,17416.67022
151134,No,1,,10,10913.32649
198739,No,2,Honda,9,11129.0097
,No,1,Ford,9,12537.67234
30546,No,2,BMW,5,23205.36251
51830,Yes,2,nissan,8,19986.5075
81931,Yes,1,Ford,,16378.76769
48316,Yes,2,Ford,16,14468.48457
121989,No,2,Ford,7,17111.55079
137704,No,2,nissan,11,12553.45431
55639,No,2,Honda,8,19483.11859
154971,No,2,BMW,6,15695.90709
147050,Yes,1,Honda,11,12814.63713
95333,No,,nissan,15,11860.06384
112237,Yes,3,Honda,9,18611.75368
32259,Yes,2,BMW,6,23443.27406
105048,No,2,Ford,10,14751.94311
120332,Yes,2,nissan,,14705.60403
127594,,2,BMW,16,9548.979003
137049,No,2,Ford,11,13915.56137
130991,No,2,Honda,5,16669.60563
108105,Yes,2,Honda,12,12522.87576
132879,Yes,2,BMW,11,17043.71592
165091,Yes,1,,11,11703.96984
115703,,2,Honda,10,16896.38259
134292,Yes,2,BMW,12,13309.47336
111622,Yes,1,Ford,10,13447.84603
90896,No,1,Ford,7,16573.6235
143530,No,2,BMW,8,15300.20209
95015,No,2,Ford,8,17804.447
137377,Yes,2,nissan,9,16107.11996
121271,Yes,2,Ford,8,18211.74738
106323,Yes,1,BMW,7,13642.19137
105234,Yes,2,,7,20125.52593
97135,Yes,2,Ford,8,19095.68364
45939,No,2,Ford,2,23045.47199
137230,No,2,nissan,12,12450.57476
130420,,1,Honda,9,12921.01699
158235,No,1,Ford,6,12646.26997
96084,No,3,Ford,10,17230.79094
205292,Yes,2,Ford,6,12531.1135
102912,No,3,,6,21210.24984
80620,Yes,1,Ford,9,16507.66028
75284,Yes,3,BMW,13,17783.6994
41973,No,1,Ford,9,18259.89037
188968,Yes,2,Ford,5,17235.33608
181698,No,2,nissan,7,12024.9114
147034,Yes,2,BMW,11,14543.86486
79676,No,2,nissan,9,18493.61989
201507,No,1,Ford,11,9481.59565
104173,No,2,Honda,9,17372.94824
107894,No,2,Honda,11,14390.06764
184677,No,2,nissan,15,7649.202563
149651,Yes,1,Honda,3,16596.53227
219050,Yes,2,BMW,,5202.51895
131193,No,3,Ford,11,15076.08766
102134,Yes,2,nissan,17,11949.04468
92469,Yes,2,Ford,5,21446.42122
36885,,2,nissan,9,20737.6273
107463,Yes,3,nissan,9,18288.11168
171507,Yes,,Ford,11,11031.3108
146948,No,1,nissan,10,11506.56451
120914,Yes,2,Ford,9,17899.66611
75228,No,2,BMW,11,17224.20753
130209,Yes,2,Honda,8,16804.56425
165577,Yes,,nissan,6,14458.20401
139382,No,2,Ford,,13905.4144
127503,Yes,,BMW,6,19836.241
,No,2,,,18987.03135
159023,,1,,3,17466.13673
5000,Yes,1,Honda,8,20535.24366
137228,Yes,1,Ford,5,15880.15379
235664,Yes,1,Ford,8,9435.282968
52123,Yes,,Ford,4,21519.4562
109138,No,3,BMW,8,19572.53456
119644,Yes,1,nissan,,12896.36434
99184,Yes,1,BMW,6,17705.03108
166637,Yes,1,Ford,5,15395.20428
141260,Yes,2,nissan,11,13900.31474
126854,Yes,2,Ford,11,14320.55388
155877,No,2,Honda,9,11942.99521
120754,No,2,BMW,6,16601.56344
263094,No,2,Ford,6,11024.11383
126811,Yes,2,Honda,7,16122.69513
128788,Yes,1,nissan,8,13750.8366
43029,No,1,Honda,,20361.06265
95545,Yes,1,BMW,5,17746.78953
171632,No,2,BMW,12,10881.58709
59904,No,2,nissan,9,18995.88905
22910,,3,Honda,12,19749.57443
,,1,BMW,12,10998.60289
181684,Yes,,Ford,7,14731.27291
121907,Yes,1,BMW,7,16773.58774
104874,Yes,4,BMW,11,19621.73658
36368,No,3,nissan,,18547.67304
140351,Yes,3,,11,16363.3318
149757,No,2,BMW,8,17006.1759
39822,No,2,nissan,8,20432.4724
171054,Yes,2,nissan,7,14433.58469
154456,Yes,1,nissan,,14362.22966
170954,No,1,Honda,6,13123.68043
146259,Yes,,nissan,8,17110.16508
149416,No,3,BMW,7,18574.71678
143432,Yes,2,nissan,6,14933.27297
159081,No,1,Ford,11,10227.48079
38156,Yes,1,BMW,3,22687.66437
52452,Yes,2,BMW,9,20948.84897
86880,No,3,BMW,5,21816.83638
114158,Yes,3,Honda,5,19934.22242
137466,Yes,3,nissan,5,19926.73554
134611,Yes,2,BMW,10,14799.07147
170270,No,2,nissan,0,18664.90348
171682,Yes,3,,9,15073.78262
80743,Yes,1,BMW,8,16423.81174
130736,Yes,2,Honda,5,18723.77249
81848,Yes,3,BMW,9,20987.27704
111529,No,1,BMW,4,17062.87042
134481,,2,Ford,8,15963.12181
5000,Yes,2,nissan,4,24112.89899
228506,Yes,2,BMW,15,7287.620985
145488,Yes,2,Ford,11,15738.58105
,No,3,Honda,9,20690.35703
206732,Yes,2,Honda,5,14961.20132
104366,No,3,nissan,7,18239.67349
125963,Yes,1,Ford,7,15874.18578
98080,No,2,nissan,9,16511.98088
194340,Yes,3,Honda,9,15991.52981
115276,Yes,3,BMW,9,20316.75464
126727,Yes,1,Honda,9,14056.29631
174170,Yes,2,Ford,7,15077.41172
146331,No,2,Honda,9,12666.07499
117554,No,2,BMW,,17382.02627
169968,Yes,3,BMW,4,18149.23438
234232,Yes,3,nissan,14,7889.158445
134283,No,2,nissan,9,12976.05857
125254,Yes,2,Ford,14,15408.0479
127678,Yes,2,Honda,7,17122.89978
178969,No,2,nissan,16,6699.725624
93036,Yes,1,BMW,8,15853.0808
107476,Yes,2,Honda,12,15908.72706
50815,Yes,2,BMW,8,21623.08832
66726,,2,nissan,9,17543.30714
,No,1,,8,16571.34484
117483,No,3,Honda,6,19520.70274
199609,No,2,BMW,11,9977.572266
144120,Yes,1,Ford,8,13536.77938
78956,No,,nissan,11,13845.86856
87241,No,2,BMW,11,16454.51671
181864,,2,nissan,13,9741.115008
170697,No,2,BMW,9,12792.88917
121267,No,2,Ford,3,20236.0646
100086,No,2,,,18458.75386
170622,No,2,BMW,8,12955.93049
75300,No,1,Honda,8,16884.46977
137641,Yes,,Ford,13,13028.18961
222270,No,2,Honda,12,7534.984999
129241,No,2,Honda,7,16319.34984
85098,Yes,1,Ford,17,10479.44575
138467,Yes,1,BMW,7,17348.2767
98850,Yes,2,BMW,7,19853.26537
57265,No,2,nissan,4,23158.55887
151547,Yes,2,Ford,3,19857.04512
170303,Yes,2,BMW,4,18213.23431
106009,Yes,2,BMW,12,16481.11324
103024,Yes,1,Honda,11,13433.72541
,,2,,5,20342.16123
113253,Yes,2,BMW,8,18999.32244
94693,Yes,2,nissan,11,16247.31947
74504,Yes,2,nissan,1,22575.0841
,No,2,nissan,14,6133.128517
140992,No,3,Honda,12,14121.85159
145758,Yes,3,Ford,11,16258.90639
159753,Yes,1,BMW,12,10195.92435
154697,No,3,Ford,1,21888.98629
101410,No,1,Honda,7,15890.31319
,No,2,BMW,,13054.02018
107894,Yes,2,Ford,8,16669.5912
139731,No,2,Honda,11,12708.63166
135376,No,,Honda,13,13081.77421
102780,Yes,2,BMW,10,15693.57203
60182,No,2,nissan,7,18846.24957
126581,No,2,Ford,,14033.60848
110808,No,2,Honda,2,21479.32756
34933,No,2,nissan,10,18280.19165
142845,Yes,1,BMW,11,12611.23057
163440,Yes,2,nissan,9,13562.73426
233776,Yes,2,nissan,12,8668.992895
102396,Yes,1,nissan,9,15051.23266
95758,Yes,2,Ford,9,15951.85167
70076,Yes,2,BMW,14,16035.61177
129389,No,,BMW,5,18324.67265
129104,,3,Honda,13,14722.98731
83492,No,3,BMW,13,17516.58006
112128,Yes,1,Ford,11,12974.29381
30960,Yes,2,nissan,7,21083.8202
161687,Yes,2,Ford,9,15604.50247
85319,Yes,2,,5,20574.93384
118440,Yes,2,Honda,6,19441.92098
55799,Yes,3,BMW,8,21274.25655
93794,No,1,Ford,5,16526.91199
107418,Yes,2,,7,18932.65868
119492,Yes,3,Ford,4,23302.61807
141588,Yes,1,BMW,,12759.03146
184758,Yes,2,Honda,14,9367.276743
152972,,2,Ford,16,7593.54994
163297,,2,Ford,4,18554.09333
185075,No,3,nissan,5,16057.01951
145637,No,2,nissan,8,14111.75577
118348,No,2,Honda,11,14240.99907
165410,No,1,nissan,8,10224.00095
168285,Yes,3,BMW,12,13922.53655
149185,Yes,2,Honda,10,13533.87978
54542,Yes,,nissan,2,22829.51067
,No,2,Honda,9,17524.55611
,Yes,2,Ford,4,20786.70361
155083,Yes,2,nissan,6,16380.65167
119039,No,2,BMW,7,19187.97667
,Yes,,BMW,11,11374.05353
179186,Yes,2,Honda,8,13667.78003
173963,No,1,BMW,7,14019.00889
174249,Yes,2,BMW,16,10244.73424
73335,Yes,2,Ford,5,22686.30895
141719,Yes,1,Ford,9,14449.28842
92661,,1,Ford,,15514.11886
45792,No,1,,9,16897.73113
107064,No,,Honda,,18950.64644
179613,Yes,3,Honda,5,16933.86619
140733,Yes,2,BMW,11,13634.45339
210801,Yes,1,Ford,12,7263.342171
127975,No,2,nissan,8,16224.68947
230151,Yes,2,Ford,4,12380.92967
127988,Yes,2,BMW,8,17450.46386
121012,No,2,nissan,14,9776.279445
62427,No,1,Ford,,19218.8891
169975,No,2,Ford,7,13644.84974
97404,No,2,BMW,9,16760.26552
90883,Yes,2,Honda,12,15117.35708
177655,No,1,BMW,7,11878.79068
172120,No,1,Honda,10,11279.42681
170942,Yes,2,Honda,13,11846.93353
103701,Yes,2,Honda,3,23095.01052
117706,Yes,2,BMW,4,21471.33545
117307,No,1,BMW,8,16314.35103
155213,,1,,,9878.466603
189910,No,1,nissan,10,9652.847305
136567,Yes,2,BMW,12,15009.12142
208870,No,1,Ford,2,14067.63935
160374,Yes,2,Honda,10,15016.7102
109434,Yes,2,nissan,0,22871.9707
157292,No,3,nissan,13,11786.17789
196767,No,2,Honda,13,10152.4288
209923,No,,,7,13781.46911
173410,,1,Honda,0,16314.99686
121155,Yes,2,nissan,8,17018.38322
110249,Yes,2,Ford,12,13744.1331
145923,Yes,,Ford,10,13586.83268
,No,3,BMW,15,10400.71742
139520,Yes,2,Ford,7,17636.90596
140454,Yes,1,nissan,15,9745.283099
122313,Yes,2,BMW,1,24361.60416
105245,No,2,Honda,6,16259.91262
,No,1,BMW,4,19126.1009
,Yes,,BMW,11,12212.21047
197314,Yes,1,Honda,4,15065.96624
109213,No,,BMW,12,12184.79047
122368,Yes,2,Honda,11,14331.4844
81058,Yes,1,Ford,9,17022.2774
152248,Yes,1,Honda,8,13631.39685
181501,No,2,nissan,5,15526.09711
193102,No,1,Ford,10,9610.768633
322879,Yes,3,BMW,7,26602.48035
145846,Yes,3,nissan,11,14189.05247
113090,Yes,2,BMW,14,13553.38267
143761,Yes,,BMW,7,18914.47203
134128,Yes,2,nissan,13,10868.25964
122622,Yes,2,BMW,9,18908.27176
126199,Yes,1,Honda,10,14915.25312
140337,Yes,2,BMW,4,20652.67127
106763,Yes,1,Honda,6,15734.00806
109088,Yes,1,Honda,6,16477.41609
196831,No,2,Ford,13,8422.113969
