area_sqft,has_elevator,bedrooms,Location,building_age,monthly_rent
1878,No,2,Downtown,21,2785
929,No,2,Uptown,30,1739
1463,Yes,1,Downtown,18,2060
681,No,1,Old Town,16,1192
1199,Yes,3,Suburb,15,2070
892,Yes,,Suburb,7,1999
1601,No,3,Downtown,,2581
,No,3,Uptown,16,1341
754,No,2,Uptown,12,1640
1864,Yes,2,Downtown,9,3000
1639,No,3,Old Town,24,2163
1241,Yes,3,Downtown,23,2327
1432,No,4,Downtown,24,2486
1339,No,2,Suburb,10,1863
2256,Yes,2,Downtown,26,2915
1315,Yes,3,Uptown,22,2466
1401,Yes,4,Downtown,12,2750
973,No,4,Suburb,19,1867
1238,Yes,1,Downtown,0,2189
574,No,3,Suburb,32,1466
1308,No,4,Suburb,18,2210
1411,Yes,3,,9,2519
,No,1,Downtown,26,1999
1764,No,3,Uptown,7,2722
1821,No,2,Uptown,19,2439
1856,Yes,3,Downtown,22,2977
689,Yes,3,Uptown,,1848
1590,Yes,3,Downtown,15,2983
1467,Yes,2,Uptown,16,2342
1630,No,3,Uptown,30,2384
1116,Yes,2,Suburb,20,1929
1245,No,3,Downtown,23,2563
872,No,4,,9,2142
1814,Yes,3,Downtown,20,2928
1240,No,2,Suburb,16,1772
1967,No,3,Downtown,3,2971
690,No,2,Downtown,13,1793
1280,Yes,,Downtown,16,2512
1240,Yes,3,Uptown,24,2323
440,No,3,Old Town,0,1147
1528,,1,,28,1799
1712,No,3,,,2216
870,No,1,Old Town,20,1080
1215,No,1,Downtown,12,2034
842,No,2,Old Town,14,1405
1796,No,3,Uptown,4,3025
432,Yes,3,Downtown,14,1647
299,Yes,2,Uptown,1,1137
1553,No,3,Old Town,16,1873
1427,Yes,,Downtown,48,2593
1482,Yes,2,Suburb,24,1940
1324,No,1,Suburb,12,1684
1646,,2,Downtown,1,2621
1222,Yes,1,Uptown,,1849
1039,Yes,3,Uptown,26,1890
2079,Yes,1,Suburb,18,2368
1389,No,1,Suburb,24,1477
1034,No,2,Uptown,32,1621
1147,Yes,,Downtown,25,2493
712,Yes,2,Uptown,21,1571
1848,,3,Uptown,15,2959
744,Yes,2,Old Town,8,1478
1207,Yes,1,Old Town,22,1242
1380,No,2,,28,2043
366,Yes,4,Downtown,2,1937
1061,Yes,3,Uptown,28,1774
1220,No,4,Old Town,26,1837
884,No,3,Downtown,5,1925
1025,No,4,,17,2042
1477,Yes,3,Downtown,21,2678
1730,,,Uptown,15,2069
1338,Yes,2,Downtown,32,2107
477,Yes,4,Suburb,30,1653
941,Yes,,Uptown,14,1725
,Yes,3,Old Town,13,1627
1289,No,6,Old Town,21,2133
543,No,2,Suburb,22,1255
1297,Yes,2,Suburb,10,2115
921,Yes,3,Downtown,12,2280
1510,No,2,Downtown,6,2553
1707,Yes,3,Downtown,18,2855
250,No,,Uptown,13,986
2051,Yes,2,,8,2571
2921,No,7,Uptown,18,4412
1456,Yes,4,Suburb,31,2499
1462,No,2,Suburb,3,2237
1129,No,1,Old Town,16,1501
607,Yes,4,Suburb,13,2067
1137,No,5,Uptown,14,2575
250,Yes,1,Downtown,22,1180
1975,Yes,3,Downtown,12,3361
,No,3,Old Town,15,1595
,Yes,2,,16,1765
582,Yes,,Downtown,25,1804
1741,Yes,1,Downtown,,2602
1212,No,2,Downtown,22,1981
1713,Yes,2,Downtown,23,2599
3412,No,4,Downtown,22,3754
438,No,2,,7,1526
1092,Yes,1,Downtown,20,1700
1010,No,2,Suburb,21,1695
767,No,4,Suburb,12,2029
1564,No,3,Old Town,26,2246
1183,No,3,Downtown,21,2205
1304,No,4,Downtown,19,2567
1112,No,4,Uptown,18,2375
1263,No,1,Uptown,22,1515
990,No,3,Suburb,11,1980
1707,Yes,2,Downtown,,2603
1349,No,2,Uptown,,2131
520,,1,Old Town,27,677
1310,Yes,5,Downtown,17,3041
1125,No,1,Old Town,11,1369
1420,Yes,3,Suburb,19,2550
1172,Yes,4,Suburb,24,2260
1298,No,2,Downtown,22,1951
1451,Yes,1,Uptown,31,1936
1755,No,5,Old Town,26,2545
1220,Yes,4,Downtown,27,2847
,No,1,Downtown,22,1894
1977,No,4,Suburb,20,2931
1466,No,3,Old Town,3,2097
250,No,1,Old Town,19,614
705,Yes,4,Downtown,,2140
1176,Yes,2,,11,2182
1514,No,3,Downtown,13,2647
1798,Yes,3,Downtown,18,3094
444,No,3,Suburb,4,1326
859,No,3,Old Town,28,1624
1332,No,1,Downtown,1,2200
,No,1,Downtown,6,1764
1207,No,2,Uptown,22,1824
1086,No,3,Downtown,32,2304
1374,Yes,1,Uptown,25,2029
1946,No,2,Uptown,28,2684
1076,Yes,3,Suburb,19,1872
1029,Yes,2,Suburb,,1982
1342,Yes,4,Suburb,9,2568
1243,No,2,Uptown,20,1765
2300,Yes,2,Downtown,32,3092
1061,No,3,Downtown,6,2283
1474,Yes,3,Suburb,21,2386
927,Yes,1,Uptown,20,1661
,Yes,4,Downtown,37,2246
760,Yes,4,Old Town,,1637
1324,Yes,2,Old Town,19,1618
617,Yes,3,Suburb,28,1525
1217,No,2,Uptown,14,1927
1718,No,3,Suburb,31,2522
1490,Yes,4,Suburb,3,2889
1142,No,1,Downtown,13,2018
2082,Yes,4,Downtown,18,3568
860,Yes,4,Suburb,34,1923
1918,No,2,Suburb,7,2215
894,No,1,Uptown,24,1347
1430,Yes,3,Downtown,20,2672
,Yes,3,Old Town,7,1851
1346,Yes,1,Downtown,15,2203
1771,Yes,2,Downtown,23,2589
984,,3,Downtown,13,2373
1868,No,2,Old Town,21,2294
1141,Yes,2,Suburb,20,1656
890,Yes,3,Suburb,19,1758
,No,3,Downtown,26,2886
882,No,4,Downtown,1,2680
343,No,5,Downtown,1,2024
426,Yes,3,Suburb,5,1617
1471,No,2,Old Town,17,1990
1577,Yes,6,Suburb,13,2882
1070,No,2,Downtown,21,1933
1045,Yes,3,Old Town,16,1945
1767,Yes,2,Suburb,11,2324
1481,Yes,3,Uptown,25,2412
1481,No,2,Downtown,20,2186
1421,Yes,2,Downtown,10,2224
1044,No,2,Downtown,15,2091
790,No,2,Downtown,18,1602
672,Yes,3,Old Town,41,1284
1375,Yes,3,Downtown,22,2630
,No,3,,7,2106
1584,Yes,3,Old Town,28,2217
1106,No,,Suburb,25,1816
1448,No,2,Downtown,28,2374
1941,No,3,Uptown,4,2784
2140,No,2,Downtown,13,3330
1134,Yes,2,Uptown,5,1915
1495,No,3,Uptown,28,2348
443,,4,Uptown,11,1808
720,Yes,4,Downtown,,2405
1247,Yes,3,Downtown,29,2427
1545,,3,Uptown,25,2747
938,Yes,3,Uptown,10,2055
813,Yes,3,Old Town,21,1619
842,Yes,3,Downtown,22,2069
,,4,Old Town,12,2253
1253,No,2,Downtown,34,1962
1348,No,3,Uptown,25,2220
1332,Yes,4,Suburb,10,2485
1444,No,2,Old Town,10,1490
1195,Yes,2,Uptown,17,2146
1358,Yes,2,Old Town,13,1868
1351,No,2,Old Town,19,1900
,Yes,3,Old Town,11,1325
1466,No,4,Suburb,24,2573
1288,Yes,2,Downtown,17,2267
,No,1,Downtown,12,1864
751,No,2,Uptown,26,1480
1052,Yes,3,Downtown,16,2244
1140,Yes,2,Downtown,28,2247
250,Yes,3,Suburb,10,1256
1183,Yes,2,Uptown,30,1937
1127,No,3,Uptown,18,2357
1390,Yes,3,Suburb,19,2447
1068,Yes,1,Downtown,27,1564
1079,Yes,1,Downtown,1,2062
1179,Yes,2,Suburb,30,1940
404,No,1,Uptown,37,659
891,Yes,3,Downtown,,2221
1249,No,3,Suburb,24,2087
,No,3,Uptown,6,1640
1126,No,2,Old Town,18,1610
861,No,2,Downtown,21,1736
806,Yes,2,Downtown,24,1868
1442,Yes,2,Downtown,14,2537
604,Yes,1,Uptown,9,1380
950,Yes,2,,32,1968
433,No,2,Downtown,0,1600
966,No,2,Old Town,17,1378
285,No,5,Old Town,20,1551
1234,Yes,2,Suburb,21,1829
1660,No,3,Suburb,34,2350
1065,Yes,2,Downtown,5,2195
1249,Yes,1,Suburb,16,2004
813,Yes,3,Suburb,14,1830
,No,1,Downtown,18,1751
1401,Yes,3,Uptown,24,2536
790,Yes,3,Downtown,44,1894
764,No,2,Suburb,,1376
250,No,1,Suburb,29,566
698,No,3,Suburb,27,1511
913,No,4,Downtown,32,2127
451,No,1,Old Town,4,665
1118,No,2,Uptown,23,1857
1296,Yes,1,Downtown,,2246
812,Yes,2,,,1319
1169,No,2,Downtown,21,2070
942,Yes,2,Downtown,20,1944
1827,No,4,Old Town,22,2735
417,No,2,Uptown,2,1339
1541,Yes,3,Downtown,0,2958
1322,Yes,3,Suburb,15,2188
693,Yes,3,Uptown,,1653
1141,Yes,3,Uptown,15,2468
1267,Yes,2,Suburb,14,1879
1676,Yes,3,Suburb,,2743
1285,Yes,4,Downtown,22,2897
410,No,2,Downtown,22,1340
1209,Yes,3,Downtown,15,2728
1504,No,3,Downtown,25,2516
2074,No,3,Uptown,9,3211
810,No,2,Old Town,,1212
1942,No,3,Suburb,20,2643
1241,No,1,Downtown,12,1942
382,Yes,2,Suburb,20,1162
1896,Yes,1,Old Town,9,2360
822,Yes,1,Old Town,9,1167
1552,Yes,4,Old Town,20,2331
722,Yes,1,Uptown,10,1642
1694,Yes,4,Downtown,32,3046
1303,No,3,Old Town,10,2065
905,Yes,3,Uptown,24,1834
793,No,2,Uptown,11,1750
877,Yes,3,Suburb,26,1620
847,No,4,Suburb,25,1830
456,Yes,3,Downtown,0,1947
642,No,4,Suburb,26,1706
,Yes,2,Downtown,22,3058
996,Yes,2,Uptown,21,2118
1297,No,3,Suburb,18,2171
916,Yes,4,Downtown,15,2461
1695,No,2,Suburb,0,2211
1558,Yes,4,Uptown,17,2684
942,No,,Downtown,17,1926
805,No,3,Old Town,16,1596
,No,2,Uptown,9,1432
817,No,2,Uptown,29,1576
2863,Yes,6,Suburb,20,3978
,Yes,2,,13,1728
807,Yes,3,Downtown,3,2342
873,No,2,Uptown,10,1898
1750,Yes,3,Uptown,15,2793
961,No,3,Downtown,28,1921
1422,No,3,Old Town,18,1949
1329,No,2,Uptown,14,2215
1239,Yes,3,Downtown,24,2630
944,No,4,Downtown,24,2213
1770,Yes,1,Suburb,18,2173
1401,Yes,3,Downtown,25,2380
1111,No,1,Downtown,24,1909
859,No,4,Old Town,25,1660
826,No,5,Suburb,18,2011
1729,Yes,,Uptown,10,2757
1540,No,2,Suburb,15,2327
2022,Yes,3,Downtown,25,3037
1308,No,2,,31,2001
1440,No,1,Downtown,26,2278
250,No,1,Suburb,18,754
1452,No,2,Uptown,26,2166
1614,No,2,Uptown,12,2432
1842,No,2,Uptown,29,2506
250,Yes,2,Downtown,33,1506
437,No,3,Suburb,27,1226
1449,No,2,Uptown,9,2188
1284,Yes,2,Uptown,9,2250
525,Yes,3,Uptown,,1588
1390,Yes,2,Uptown,23,2037
1063,No,3,Downtown,11,2164
800,No,5,Old Town,12,2124
741,No,3,Downtown,23,2127
825,No,2,Suburb,10,1622
828,No,,Downtown,22,1733
449,No,5,Suburb,30,1911
1977,No,3,Uptown,,2697
1879,No,2,Downtown,35,2425
1688,No,3,Old Town,24,2165
1127,Yes,3,Downtown,19,2199
803,No,3,Uptown,26,1761
395,No,3,Suburb,28,1530
1502,Yes,2,Downtown,11,2229
1025,Yes,2,Suburb,17,1697
1973,No,1,Old Town,9,2345
1220,Yes,3,Downtown,4,2809
1201,Yes,,Suburb,17,2212
767,Yes,3,Uptown,22,1685
2006,Yes,4,Suburb,15,2934
250,No,1,Downtown,21,788
1189,Yes,2,Suburb,15,1960
843,No,2,Suburb,10,1556
1590,No,2,Downtown,21,2692
1194,Yes,3,Suburb,9,2178
815,Yes,1,Suburb,17,1425
1298,No,,Downtown,10,2646
1755,No,1,Downtown,13,2108
1343,No,1,Suburb,11,1559
1478,Yes,1,Downtown,32,2463
1658,Yes,,Downtown,19,2804
1025,No,2,Downtown,11,1675
1945,Yes,4,Old Town,,2887
1179,Yes,1,Downtown,25,2144
1159,Yes,2,Suburb,19,2182
2078,No,3,Downtown,24,3020
1089,Yes,3,Suburb,22,2009
1503,No,1,Old Town,27,1669
412,No,3,Downtown,,1617
567,Yes,1,Uptown,18,1123
1650,Yes,5,,4,2913
910,Yes,4,Suburb,,1770
1518,No,3,,16,2543
1827,,2,,29,2110
698,No,2,Old Town,24,996
2300,No,3,Old Town,12,2780
771,No,2,Downtown,30,1755
1372,No,3,Downtown,16,2434
1707,No,4,Downtown,28,2877
1357,No,1,Downtown,12,2081
1506,Yes,3,Downtown,22,2811
910,,2,Suburb,17,1409
1042,No,,,20,1462
1370,No,2,Uptown,11,2499
1506,Yes,3,Suburb,4,2398
619,Yes,1,Uptown,6,1345
1438,No,4,Uptown,30,2404
965,No,1,Downtown,8,1887
885,No,1,Old Town,14,1113
1778,No,2,Uptown,15,2506
1113,Yes,1,Old Town,,1392
1189,No,3,,32,1732
1425,No,3,Old Town,31,1851
1472,No,1,Downtown,5,2075
1186,Yes,2,Uptown,5,2304
1199,No,4,Suburb,9,2415
849,Yes,5,Suburb,25,2578
1288,Yes,2,Uptown,22,2236
1339,Yes,3,Old Town,29,1719
1653,No,2,Old Town,7,2177
1724,No,2,Old Town,11,2176
910,No,4,Downtown,,2224
1670,No,2,Suburb,11,2238
726,Yes,2,Downtown,27,1788
1320,No,2,Downtown,4,2318
1732,Yes,2,Uptown,37,2288
1789,No,2,Suburb,17,2129
1443,No,3,Uptown,2,2419
1721,No,2,Suburb,36,2087
1385,Yes,1,Downtown,7,2207
984,No,2,Uptown,25,1721
1754,Yes,2,Downtown,14,2527
,Yes,3,Suburb,5,1094
1449,Yes,3,Old Town,14,2279
1008,No,3,Suburb,28,1954
1210,Yes,,Downtown,22,2054
2252,Yes,3,Suburb,4,3236
1491,Yes,3,Downtown,23,2690
933,Yes,2,Downtown,15,2031
391,No,2,Downtown,26,1372
1671,No,,Suburb,2,3647
3248,Yes,6,Old Town,,4149
988,No,4,,3,2452
1145,Yes,3,Suburb,27,1989
1068,No,2,Suburb,20,1521
779,Yes,3,Uptown,40,1871
2016,Yes,2,Downtown,12,2965
1297,No,1,Uptown,10,2264
1394,Yes,2,Uptown,2,2397
2025,Yes,3,Downtown,28,3190
1121,Yes,2,Downtown,22,2169
995,No,2,Old Town,22,1489
1227,No,2,Suburb,21,1884
591,Yes,2,Old Town,33,938
1299,No,4,Uptown,10,2534
1177,No,,Downtown,30,1929
1105,Yes,3,Downtown,22,2044
1687,Yes,4,Downtown,13,3262
1290,Yes,3,,16,2487
1344,No,3,Downtown,12,2350
1362,No,4,Downtown,24,2449
1393,Yes,2,Downtown,30,2302
1088,Yes,3,Uptown,26,1804
505,No,1,Downtown,30,1261
822,Yes,3,Suburb,17,1989
1066,No,4,Suburb,10,2323
1501,Yes,3,Downtown,19,2695
1383,Yes,2,Suburb,8,2070
1805,Yes,5,Old Town,20,2975
1227,Yes,4,Uptown,22,2436
2382,No,2,Old Town,22,2581
1749,No,3,Downtown,4,3044
883,Yes,2,,18,1576
1140,No,3,Uptown,6,2318
984,No,3,Uptown,11,2356
1505,No,2,Uptown,20,2115
1458,,1,Uptown,19,1932
1511,Yes,1,,0,1891
302,Yes,2,Downtown,15,1335
855,No,3,Suburb,15,1700
761,Yes,1,Downtown,16,1496
1242,No,2,Downtown,15,2299
739,No,3,Downtown,32,1593
923,No,2,Suburb,0,1582
636,Yes,1,,14,1772
1272,Yes,3,Downtown,0,2760
2016,Yes,3,Suburb,14,2912
1541,No,2,Uptown,27,2548
1663,Yes,2,Downtown,44,2493
2114,No,2,Downtown,24,2855
1568,No,2,Downtown,18,2599
,No,4,Uptown,25,2712
412,Yes,3,Downtown,12,1744
1644,Yes,3,Uptown,24,2636
980,No,2,Downtown,21,1780
1385,No,2,Suburb,29,1818
1547,No,3,Downtown,18,2434
1114,No,2,Downtown,22,1866
1247,Yes,2,Downtown,14,2101
483,Yes,2,Suburb,18,1132
686,Yes,2,,19,1376
1205,Yes,5,Suburb,23,2459
302,Yes,4,Downtown,19,1811
1945,No,4,Downtown,,3104
1129,No,4,Old Town,12,2024
1351,Yes,3,Uptown,16,2591
515,No,1,Old Town,14,821
873,,3,Suburb,18,1735
1047,Yes,1,Uptown,7,1673
291,No,4,Old Town,32,1014
1345,No,3,Suburb,12,2219
1731,Yes,2,Uptown,32,2436
1187,No,3,Uptown,8,2393
1238,No,1,Downtown,34,1987
1103,No,2,Suburb,25,1830
821,No,2,Suburb,8,1667
1209,Yes,2,Downtown,21,2288
1245,No,4,Suburb,22,2291
,Yes,3,Old Town,32,1961
819,Yes,3,Old Town,17,1723
1187,No,2,Downtown,27,2237
951,No,2,Old Town,18,1363
1044,No,4,Downtown,5,2373
1336,No,2,Downtown,23,2176
250,No,2,Downtown,15,1393
1648,Yes,3,Downtown,19,2764
1330,No,3,Uptown,26,2246
,Yes,2,Suburb,32,2453
250,Yes,2,Uptown,11,1261
1580,No,1,Suburb,14,2015
743,Yes,3,Uptown,14,1841
1575,No,2,Downtown,21,2599
1558,No,2,,18,2329
2009,No,1,Suburb,,2378
1375,No,3,Downtown,13,2607
269,Yes,4,Uptown,9,1637
966,No,3,Uptown,11,1879
1382,Yes,3,Suburb,13,2368
1228,Yes,2,Suburb,24,1954
702,,,Suburb,11,2003
1506,Yes,2,Suburb,35,2045
2344,No,4,Downtown,0,3601
1242,No,2,Suburb,14,1860
1689,No,4,Downtown,18,2959
1342,Yes,3,Uptown,21,2352
812,No,2,Uptown,20,1480
584,Yes,1,Downtown,17,1203
1297,No,2,Old Town,24,1804
1294,Yes,3,Uptown,7,2658
1027,No,2,Downtown,28,1717
1215,No,1,Old Town,7,1298
,Yes,2,Suburb,12,1650
1165,No,4,Suburb,17,2377
1207,Yes,4,Suburb,25,2328
889,No,1,Old Town,22,1042
688,No,3,Downtown,30,1781
615,Yes,3,Suburb,15,1726
2138,No,,Suburb,23,2474
683,Yes,2,Old Town,9,1226
,No,4,Downtown,24,2626
1557,Yes,3,Uptown,22,2346
1706,Yes,4,Uptown,14,2952
2116,Yes,1,Downtown,13,2679
595,No,3,Uptown,29,1707
1165,No,2,Uptown,21,1800
759,Yes,2,Uptown,30,1568
1305,Yes,2,Suburb,17,1956
819,No,2,Uptown,26,1382
1223,Yes,3,Downtown,34,2296
743,Yes,2,Downtown,24,1791
658,Yes,3,Suburb,30,1612
765,Yes,1,Suburb,30,1176
659,Yes,3,Downtown,27,2018
1346,No,1,Old Town,20,1437
1039,No,2,Uptown,31,1627
,Yes,3,Uptown,21,2217
495,Yes,3,Uptown,18,1760
1279,No,3,Suburb,17,2110
1014,Yes,3,Suburb,23,2057
1780,No,,Suburb,21,2318
2093,Yes,2,Suburb,7,2924
1393,Yes,2,Uptown,37,2048
1532,Yes,2,Suburb,18,2393
1059,No,3,Uptown,23,1785
1338,No,2,Uptown,32,2193
1037,No,2,Uptown,8,1782
1244,No,1,Downtown,26,1624
,Yes,2,Old Town,11,1540
1327,Yes,4,Suburb,19,2462
1406,No,2,Old Town,30,1566
1248,Yes,2,Downtown,27,2166
1298,Yes,3,Downtown,14,2401
1987,No,2,Downtown,5,3176
2334,Yes,6,,0,3484
1547,Yes,2,Suburb,33,2275
1111,No,2,Uptown,0,2118
1545,,1,Uptown,17,2001
1632,Yes,2,Downtown,11,2646
1661,No,2,Old Town,2,1965
1574,Yes,,Suburb,11,2147
1739,No,3,Old Town,15,2269
784,Yes,3,Downtown,25,1804
735,No,2,Downtown,21,1606
1780,No,2,Uptown,11,2640
794,,2,Uptown,,1650
1290,Yes,4,Downtown,28,2518
1748,Yes,1,Uptown,14,2520
1108,No,4,Downtown,,2537
975,No,3,Suburb,28,1797
,No,3,Downtown,,1929
1353,No,3,Downtown,17,2400
1274,Yes,3,Downtown,24,2509
1923,Yes,1,Suburb,22,2146
1401,No,3,Uptown,,2436
1880,No,2,Suburb,10,2488
1716,No,1,Downtown,22,2224
1586,No,2,Uptown,11,2223
820,No,4,Old Town,20,1794
1866,Yes,2,Old Town,9,2568
881,No,3,Downtown,24,2000
1077,No,3,Uptown,31,1834
924,No,1,Old Town,22,1151
1340,Yes,3,Uptown,23,2299
883,No,3,Downtown,6,2203
478,,2,Uptown,1,1533
2515,No,1,Downtown,13,3116
629,Yes,2,Uptown,8,1636
1818,Yes,,Suburb,19,2477
1688,No,2,Old Town,29,1999
1486,No,4,Uptown,0,2787
1126,No,4,Downtown,22,2357
611,No,3,Uptown,18,1709
1321,,3,Uptown,,2263
3554,No,5,Uptown,31,3831
1520,Yes,4,Old Town,13,2345
1267,No,2,Suburb,21,1690
1963,Yes,2,Old Town,15,2411
1578,No,3,Suburb,32,2241
1146,No,5,Downtown,16,2773
1561,Yes,2,Uptown,22,2797
1194,Yes,4,Downtown,14,2588
579,Yes,1,Suburb,18,1272
2273,Yes,3,Downtown,23,3376
,Yes,3,Suburb,17,2824
250,Yes,3,Old Town,10,1236
1649,No,2,Old Town,10,1922
1828,Yes,2,Downtown,34,2619
1611,No,1,Downtown,16,2061
1833,No,2,Suburb,33,2242
1488,No,4,Downtown,22,2781
926,Yes,2,,25,1758
1427,Yes,5,Downtown,13,3419
1892,Yes,3,Suburb,28,2834
1811,Yes,3,Downtown,25,3080
735,,5,Uptown,34,2373
1882,Yes,3,Suburb,11,2795
1055,Yes,4,Downtown,21,2809
1159,,3,Old Town,33,1581
1249,Yes,2,Downtown,11,2402
2146,Yes,3,Suburb,11,3045
577,Yes,1,Downtown,24,1596
1056,Yes,2,Suburb,17,1866
1537,,1,Uptown,20,2143
1284,Yes,3,,11,2544
1276,No,3,Suburb,19,2065
3461,Yes,5,Suburb,27,4023
630,,5,Suburb,18,2164
1015,Yes,1,Uptown,29,1648
2523,No,1,Old Town,2,2833
834,No,3,Old Town,23,1502
1362,No,2,,22,1936
1090,Yes,1,Suburb,18,1579
431,No,3,Uptown,34,1100
816,No,3,Old Town,20,1344
823,Yes,3,Downtown,14,1965
1700,Yes,2,Old Town,21,2378
870,No,2,Suburb,4,1735
1822,Yes,4,Old Town,14,2865
939,Yes,4,Downtown,11,2343
1487,No,3,Uptown,0,2702
1413,No,4,Downtown,12,2523
1273,Yes,2,Suburb,23,2193
1645,No,,Downtown,,2494
1343,No,1,Suburb,29,1639
1596,Yes,5,Old Town,14,2504
554,,3,Old Town,10,1098
,No,4,,20,1769
973,Yes,3,Downtown,26,2433
733,Yes,3,Downtown,20,2214
1379,No,2,Old Town,17,1697
1259,No,4,Uptown,24,2613
1966,Yes,3,Uptown,16,3003
1591,Yes,1,Old Town,25,1968
975,Yes,3,Suburb,11,1864
1318,No,3,Downtown,16,2509
1638,No,2,Suburb,16,2179
1566,No,1,Suburb,32,1863
1316,No,2,Downtown,23,1886
834,No,3,Old Town,0,1609
1251,No,2,,34,2079
785,No,3,Uptown,26,1483
1594,Yes,2,Downtown,31,2515
1605,,2,Downtown,28,2661
983,Yes,2,Suburb,10,1854
1335,No,2,Suburb,12,1991
1347,No,2,Uptown,9,2225
1292,Yes,1,Downtown,19,2162
889,Yes,3,Suburb,2,1870
919,Yes,2,Downtown,21,2022
,Yes,1,Old Town,19,1808
1428,No,2,Old Town,11,1837
1548,Yes,1,Old Town,35,1548
1302,Yes,2,Suburb,25,1921
595,No,3,Downtown,0,1765
1292,No,3,Downtown,24,2401
1214,Yes,5,Uptown,15,3011
946,Yes,3,Uptown,17,2048
406,No,3,Downtown,27,1439
593,No,1,,18,793
852,Yes,2,Suburb,15,1620
1207,No,2,Downtown,8,2258
1583,No,1,,19,2223
1891,Yes,4,Downtown,14,3437
1006,Yes,3,Uptown,23,2025
1482,No,3,Suburb,22,2543
1356,Yes,4,Downtown,38,2646
1731,No,1,,11,2016
1889,No,1,Uptown,12,2414
1823,No,4,Downtown,23,3092
1574,No,2,Suburb,11,1948
1184,No,3,Downtown,10,2356
1280,No,3,Downtown,7,2459
1256,No,5,Downtown,33,2545
1075,No,4,Uptown,14,2332
708,Yes,,Suburb,18,1855
305,Yes,1,Downtown,10,1261
492,Yes,3,Downtown,24,1717
1096,No,4,Downtown,22,2437
1206,Yes,2,Old Town,22,1634
1403,Yes,2,Uptown,13,2356
1249,Yes,2,Suburb,20,1837
1549,Yes,3,Downtown,19,2960
1147,No,1,Uptown,18,1845
1662,Yes,4,Downtown,27,3084
1480,No,1,Suburb,16,1701
926,Yes,2,Suburb,23,1590
1767,No,1,Suburb,11,2084
1080,No,3,Downtown,,2153
1164,No,2,Old Town,10,1783
1205,Yes,4,,51,2311
1486,Yes,2,Uptown,25,2304
1989,,3,Suburb,9,2698
834,No,2,Old Town,18,1453
1672,Yes,2,Downtown,17,2629
1970,Yes,3,Suburb,19,2793
1817,Yes,1,Suburb,11,2349
899,Yes,2,Downtown,0,1936
1750,No,1,Uptown,32,2236
1329,No,3,Uptown,18,2372
664,Yes,3,Old Town,25,1235
722,Yes,3,Suburb,7,1804
601,,3,Suburb,25,1363
1256,No,3,Uptown,18,2461
1323,Yes,2,Uptown,17,2032
1252,Yes,2,Suburb,7,2233
793,No,3,Downtown,18,1818
719,No,2,Downtown,26,1499
1359,No,3,Downtown,18,2540
1518,No,4,Suburb,35,2183
1224,Yes,3,Downtown,,2516
810,No,4,Uptown,,1879
980,Yes,2,Downtown,12,2050
1497,Yes,4,Uptown,8,2634
858,Yes,2,Downtown,13,1961
,No,3,Downtown,11,2627
1068,No,3,Downtown,14,2407
1113,No,3,Old Town,20,1908
1703,Yes,3,Suburb,21,2428
1233,Yes,4,Downtown,13,2727
863,Yes,3,Old Town,20,1894
575,No,3,Downtown,9,1743
337,No,3,Old Town,16,1044
1255,No,2,Uptown,13,2036
1174,No,2,Downtown,,2159
1934,No,2,Old Town,25,2241
1386,,3,Old Town,15,1970
1444,Yes,2,Old Town,21,2120
964,Yes,1,Uptown,11,1680
894,No,4,Downtown,19,2317
1541,Yes,1,Suburb,,1814
1062,No,2,Uptown,27,1551
808,No,4,Downtown,14,2139
1814,Yes,2,Uptown,8,2535
1080,No,,Old Town,17,1743
816,Yes,3,Uptown,4,1975
2105,Yes,3,Suburb,24,3027
919,Yes,2,Uptown,17,1793
1011,No,2,Suburb,6,1657
1806,No,3,Suburb,13,2594
2105,No,3,Downtown,26,2967
1257,No,2,Downtown,8,2201
1958,,2,Uptown,24,2725
1149,No,2,Uptown,32,1791
804,No,1,Suburb,27,1029
732,Yes,3,Downtown,22,1747
1840,Yes,3,Suburb,18,2621
1462,Yes,2,Suburb,11,2492
1346,Yes,2,Downtown,,2476
876,Yes,3,Downtown,24,2033
1034,No,1,Downtown,33,1821
1401,No,1,Downtown,,1830
756,No,3,Downtown,19,1742
653,No,3,Uptown,28,1755
1003,Yes,1,Old Town,28,1053
1242,No,2,Suburb,0,1972
1089,No,2,Suburb,,1694
1927,Yes,2,Uptown,25,2859
1943,No,2,Downtown,14,2694
,No,2,Suburb,20,2267
770,Yes,2,Downtown,27,1674
1390,Yes,2,Downtown,,2223
1010,Yes,1,Uptown,24,1839
250,Yes,,Suburb,21,1156
2005,No,4,Uptown,24,3113
680,No,3,Suburb,24,1266
2107,Yes,3,Uptown,40,2941
1193,No,2,,31,1672
1787,Yes,4,Suburb,24,2893
1895,Yes,2,Downtown,10,2914
1617,No,1,Uptown,25,2022
1347,Yes,1,Uptown,16,1974
1280,No,2,Old Town,16,1579
1302,,3,Downtown,10,2564
614,No,2,Downtown,19,1719
899,Yes,5,Downtown,20,2660
338,No,3,Suburb,32,1149
1020,Yes,3,Suburb,16,1861
547,Yes,3,Downtown,21,1687
1478,Yes,4,Downtown,27,2651
250,,1,Downtown,,1168
1080,,3,Uptown,19,2345
1303,Yes,2,Uptown,31,1717
1321,Yes,3,Downtown,0,2738
492,No,2,Uptown,33,1310
1818,Yes,3,Downtown,0,3032
